,summary,Hazard,Impacts,Causes,Mitigation,word
Lesen,118.63959905314856,-0.06879050073426873,0.032391802092684094,-0.01593638094952453,0.012936953243814865,Lesen
les+en sie,125.37400536497317,-0.07145825039142922,0.032463877807291375,-0.01423938813638438,0.01305974577646545,les+en sie
sie leicht+e,15.934539099894305,-0.002730593818251228,-0.006840701305391879,0.010571232823242108,0.0017845574245909795,sie leicht+e
Infolge,9.590806075702723,0.007563673809255143,-0.040165160186475764,0.07454454773081252,-0.01763395031443151,Infolge
Sturmböen,15.464964263538963,-0.06424518358274917,-0.07568278504547031,0.21527844932387552,-0.06474018063977789,Sturmböen
infolge sturmbö+en,9.276352198024359,-0.03132886139709957,-0.08624955301266037,0.20468522541614742,-0.06140146133426017,infolge sturmbö+en
Nordwest,28.262180662751263,-0.0035095743881430872,-0.010103630282703013,0.03412071232373212,-0.013234204471784994,Nordwest
sturmbö+en nordwest,8.32097197404456,0.010687716798729147,-0.051098672704404394,0.09444334005358687,-0.024032960891223733,sturmbö+en nordwest
nordwest droh+t,7.962057433090041,0.01883082057028937,-0.046752625200485454,0.07638299411306193,-0.018458089715388884,nordwest droh+t
Nacht,65.34971730934478,-0.05429178763814318,0.023747162509268647,-0.004403573873545234,0.006420268466884196,Nacht
droh+t nacht,8.069075195945526,0.02489035827943188,-0.038634312204086724,0.051914389850757144,-0.011006255908633994,droh+t nacht
Freitag,12.15965172829237,0.007565290928756798,-0.01667214701564157,0.02304525731144985,-0.0026767610135075824,Freitag
nacht freitag,8.408726632012568,0.026929413075222508,-0.03207710734632868,0.03487724696301695,-0.005909965665504006,nacht freitag
niedersächsischen,15.712633800249305,-0.0020841422589380027,-0.007248928459778895,0.010794309632161637,0.001709380885907841,niedersächsischen
freitag niedersächsisch+en,9.119184403054101,0.02575861932941289,-0.02514866908137518,0.020358514119922178,-0.0015942898757367117,freitag niedersächsisch+en
niedersächsisch+en küste,17.942344759520946,-0.008073534030446913,-0.0034798794753756065,0.008726657985165065,0.0024033711719262467,niedersächsisch+en küste
Gefahr,18.352543240832134,0.030442675526057988,0.01622047838311864,-0.019018416337621708,-0.025447820453763505,Gefahr
küste gefahr,11.870968983116752,0.01155398384762079,-0.01594020589378741,0.015492168346790302,0.0001075683810764602,küste gefahr
leichten,69.68434816707165,-0.055514655194593636,0.025295817084319303,-0.007616421598074865,0.007715040456155271,leichten
gefahr leicht+en,15.446035615457719,-0.001290896621562909,-0.00775032248890726,0.011068005503958514,0.0016170425597085848,gefahr leicht+en
leicht+en sturm+flut,118.75080850589028,-0.06852225844047902,0.03284404148341689,-0.01205478377680894,0.009118689759697665,leicht+en sturm+flut
Wie,25.752730085286892,0.013686677978905529,0.0005608938442138658,0.0016199430392185735,-0.010821353214688242,Wie
Prognosen,13.630233718385252,0.004657231100449103,-0.011526338935568304,0.013118771175209255,0.0009214171499531659,Prognosen
wie prognose+n,13.630233718385252,0.004657231100449103,-0.011526338935568304,0.013118771175209255,0.0009214171499531659,wie prognose+n
Sturmflutwarndienstes,24.762543734088915,-0.02149739751048302,0.0048586838011396615,0.004089661900409973,0.003938819958827296,Sturmflutwarndienstes
prognose+n sturm+flut+warn+dienst+es,24.762543734088915,-0.02149739751048302,0.0048586838011396615,0.004089661900409973,0.003938819958827296,prognose+n sturm+flut+warn+dienst+es
Niedersächsischen…,11.260157800686718,0.014285430861387675,-0.017698740217736705,0.01643047950391988,-0.00021696783365247126,Niedersächsischen…
sturm+flut+warn+dienst+es niedersächsischen…,11.260157800686718,0.014285430861387675,-0.017698740217736705,0.01643047950391988,-0.00021696783365247126,sturm+flut+warn+dienst+es niedersächsischen…
+1347,9.369012399913828,0.0242347873506085,-0.02415336732764198,0.019838196651016642,-0.001410019641059969,+1347
niedersächsischen… +1347,9.369012399913828,0.0242347873506085,-0.02415336732764198,0.019838196651016642,-0.001410019641059969,niedersächsischen… +1347
chars,201.00913511507662,-0.06768364583438345,0.040392076441958226,-0.02362805864519977,0.007886958920990016,chars
+1347 chars,9.00403672749014,0.026480784782992914,-0.02562097305657063,0.020604935233907058,-0.0016817637441245037,+1347 chars
Strandkörbe,17.064588394501072,0.03592169586462354,-0.009503377424729908,-0.001977405200088393,-0.0095704080021558,Strandkörbe
küste strand+korb+e,9.57609084152332,0.023014109019846005,-0.023357349718786634,0.019421060963123998,-0.0012627077941526341,küste strand+korb+e
Spielgeräte,15.952390850201082,0.08433651748500333,-0.020639473330137683,-0.011461970893662583,-0.020701223832405552,Spielgeräte
strand+korb+e spiel+gerät+e,15.952390850201082,0.08433651748500333,-0.020639473330137683,-0.011461970893662583,-0.020701223832405552,strand+korb+e spiel+gerät+e
längst,15.868839397560475,0.15845746660021492,-0.03708954235773163,-0.029692857551288566,-0.03944457774349839,längst
spiel+gerät+e längst,15.868839397560475,0.15845746660021492,-0.03708954235773163,-0.029692857551288566,-0.03944457774349839,spiel+gerät+e längst
Nordseestränden,16.93120126567678,0.3850926656615143,-0.09882845685400908,-0.0978858683238637,-0.10771199898577638,Nordseestränden
längst nord+see+strand+en,16.93120126567678,0.3850926656615143,-0.09882845685400908,-0.0978858683238637,-0.10771199898577638,längst nord+see+strand+en
weggeräumt,16.065032176670755,0.14422911883588058,-0.02408015275180482,-0.032997677193944995,-0.04255282010466549,weggeräumt
nord+see+strand+en weg+ge+räum+t,16.065032176670755,0.14422911883588058,-0.02408015275180482,-0.032997677193944995,-0.04255282010466549,nord+see+strand+en weg+ge+räum+t
Nun,19.119918269560348,0.0649985112641128,0.0014662348964212591,-0.021715536480483,-0.02735991755701045,Nun
besteht,9.92685027779769,0.13204767192442154,-0.006468877634759283,-0.0342589206100119,-0.05540838055189197,besteht
nun besteh+t,9.92685027779769,0.13204767192442154,-0.006468877634759283,-0.0342589206100119,-0.05540838055189197,nun besteh+t
besteh+t gefahr,9.733252723118596,0.10101808640295976,0.016703850819322286,-0.03830244896633941,-0.06008158223933811,besteh+t gefahr
leichtes,12.697240877886356,0.022423857941753143,0.053964592793136514,-0.019767949776630274,-0.07161553787374333,leichtes
gefahr leicht+es,9.6819225352558,0.05752689735692084,0.06740626050684186,-0.05993329666923235,-0.08243393934115842,gefahr leicht+es
Hochwasser,140.76182639498873,-0.11393175919978368,0.11466825640090661,-0.06133473704534172,-0.038998138476998116,Hochwasser
leicht+es hochwasser,10.116698104795361,-0.01082064025478592,0.16586925472534805,-0.11877390803253503,-0.14167776812507998,leicht+es hochwasser
hochwasser küste,9.097007412472712,0.05373161817383452,0.04496221578465539,-0.04003685007534564,-0.06369094960806714,hochwasser küste
wenige,12.339457297428963,0.03164184269279091,0.016519718380073736,-0.014871001698038691,-0.030054932973753137,wenige
küste wenig+e,8.737865168530844,0.060818866570934604,0.019832737235383403,-0.023339089041964522,-0.04764334650333455,küste wenig+e
wohl,8.523763319740882,0.06599811891569406,0.008204177970176458,-0.016488915660953757,-0.04129263019727642,wohl
wenig+e wohl,8.523763319740882,0.06599811891569406,0.008204177970176458,-0.016488915660953757,-0.04129263019727642,wenig+e wohl
davon,23.863016790787675,-0.013580834722005825,0.007566964852174086,-0.00012000367185752031,-0.0010309288020719854,davon
wohl davon,5.890601262835349,0.08402101332567716,-0.024759827994369547,0.005764983853539727,-0.0295143118395811,wohl davon
mitbekommen,5.84580055930031,0.09112705219342795,-0.02840539674938599,0.005682084380357795,-0.029849527940595023,mitbekommen
davon mit+bekomm+en,5.84580055930031,0.09112705219342795,-0.02840539674938599,0.005682084380357795,-0.029849527940595023,davon mit+bekomm+en
Kopiere,103.39929853624112,-0.03865378751948956,0.024821954559008912,-0.018474261223597785,0.00684606398624669,Kopiere
aktuellen,106.9796178221178,-0.03832039604128714,0.025065170475543196,-0.01589839265142805,0.004284343954730195,aktuellen
kopier+e aktuell+en,106.9796178221178,-0.03832039604128714,0.025065170475543196,-0.01589839265142805,0.004284343954730195,kopier+e aktuell+en
Link,113.57155631621688,-0.03277368170044637,0.024116494184424186,-0.015281150699770782,0.0016454129662101483,Link
aktuell+en link,113.57155631621688,-0.03277368170044637,0.024116494184424186,-0.015281150699770782,0.0016454129662101483,aktuell+en link
link strand+korb+e,10.652446428366451,0.08689198998492167,-0.02772621983384604,-0.0024334290851773356,-0.020936064643703716,link strand+korb+e
+1531,4.922074058679681,0.10879038070659033,-0.018453906987941405,-0.0048735296027151865,-0.046661503878888615,+1531
wohl +1531,4.922074058679681,0.10879038070659033,-0.018453906987941405,-0.0048735296027151865,-0.046661503878888615,wohl +1531
+1531 chars,4.89427074906112,0.10835696845750169,-0.021174525758581416,-0.002705894955324634,-0.04461944732995218,+1531 chars
Stürmischer,10.431934704955491,0.018333878172069162,-0.020315919936446065,0.017819146281392414,-0.0007003391993560513,Stürmischer
Norden,111.00324937262074,-0.0702755197820874,0.036543430878260015,-0.011371187405588162,0.004758521534680718,Norden
stürmisch+er norden,12.045240586666527,0.010809893671864796,-0.015462172545303483,0.01523637949602513,0.00019575770063354447,stürmisch+er norden
Erste,34.757921807763296,-0.034071916580768434,0.012530312886232832,-0.00024948621210392214,0.005353206515013018,Erste
norden erst+e,13.930416280868016,0.00360165543032899,-0.010854141115802176,0.012755057926862426,0.0010452847934580036,norden erst+e
Winter-Sturmflut,16.485790260999078,-0.004284924726963537,-0.005860563489861309,0.010034765410208098,0.0019650410328279173,Winter-Sturmflut
erst+e winter+-+sturm+flut,16.485790260999078,-0.004284924726963537,-0.005860563489861309,0.010034765410208098,0.0019650410328279173,erst+e winter+-+sturm+flut
kündigt,15.009062188614207,5.037540722496091e-05,-0.008599283071032518,0.011530690292557638,0.0014606818671317975,kündigt
winter+-+sturm+flut kündig+t,15.009062188614207,5.037540722496091e-05,-0.008599283071032518,0.011530690292557638,0.0014606818671317975,winter+-+sturm+flut kündig+t
Nordsee,118.84952748505984,0.17872545142339427,-0.02528423484749289,-0.07073463505412123,-0.03746508652044552,Nordsee
kündig+t nordsee,11.591725782842284,0.19081968236043154,-0.059151653741621645,-0.024400257219219155,-0.04133876056259376,kündig+t nordsee
Elbe,122.55785435252254,-0.04560496416112106,0.030237090101095244,-0.017893264328198613,0.003532920989471054,Elbe
nordsee elbe,10.03094141852641,0.08855403281994789,-0.03699486569073086,0.004048233743349226,-0.0158274141727623,nordsee elbe
Seit,48.58735143239445,-0.009391681357506322,0.011953611149232792,-0.011016120372077023,-0.0005024115709057769,Seit
elbe seit,9.40205167015527,0.07277900646246377,-0.03490101022539127,0.009479831691917543,-0.011949416330226519,elbe seit
Tagen,20.260184836008058,0.004885816164894624,-0.003990323835712184,0.003282104886594708,-0.000699379950265603,Tagen
seit tag+en,11.925914090531656,0.04388173578567408,-0.02285568497923653,0.008689077070977937,-0.0067481912316914505,seit tag+en
schon,25.888301919204768,-0.013859670410471724,0.02927351186341283,-0.016361263721281265,-0.016074730106281493,schon
tag+en schon,11.581325302536381,0.04040788843084756,-0.022738158013768647,0.010243657386760063,-0.005866746016560548,tag+en schon
schon norden,14.673575734340176,0.002562427066892386,-0.009578822267068262,0.011608551463493492,0.001039835641507489,schon norden
ziemlich,10.59831491391723,0.034913664432597524,-0.023546501137293518,0.013941909040677207,-0.004275683097764428,ziemlich
norden ziemlich,10.59831491391723,0.034913664432597524,-0.023546501137293518,0.013941909040677207,-0.004275683097764428,norden ziemlich
windig,10.307576296940098,0.03422940900466466,-0.02404488758354175,0.014901973532589863,-0.00399633361759584,windig
ziemlich windig,10.307576296940098,0.03422940900466466,-0.02404488758354175,0.014901973532589863,-0.00399633361759584,ziemlich windig
bislang,40.047835888832545,-0.033881469742306464,0.020090032241006073,-0.006890047617986124,0.0008332826168543083,bislang
windig bislang,9.94726684204007,0.03384484214938984,-0.024801614295499545,0.016040817896590953,-0.0037413257171141183,windig bislang
stand,19.474989381175714,-0.00966282191013324,-0.01739946256587106,-0.007995195917155511,0.03394604005047749,stand
bislang steh,9.752982164410762,0.03382866344719649,-0.025270013084149095,0.016637551405094413,-0.003640778015030747,bislang steh
Wind,29.187255144930702,0.0015540366039200123,-5.417647116031064e-05,0.0037297293562774687,-0.003957238064363854,Wind
steh wind,9.533542057577039,0.03395785978345487,-0.02584800767317998,0.017301031508941467,-0.0035552251306079025,steh wind
gut,28.313489787104643,-0.03140491760145432,0.02243349148605966,-0.0062882974385738465,-0.004228668998542662,gut
wind gut,9.432182289495435,0.03406762164528269,-0.026132199609316547,0.017604617077067074,-0.003525106912893086,wind gut
Der,39.960271504290496,-0.02046152835416143,0.007857563547632144,0.007259734704536161,-0.003133087548839824,Der
dreht,9.261828718757654,0.03432016560359686,-0.026634047018126033,0.018111884499476653,-0.003487107345807568,dreht
der dreh+t,9.261828718757654,0.03432016560359686,-0.026634047018126033,0.018111884499476653,-0.003487107345807568,der dreh+t
drückt,8.944647012419379,0.035006872955592766,-0.027648730150581235,0.019050711570780202,-0.0034558941338752322,drückt
dreh+t drück+t,8.944647012419379,0.035006872955592766,-0.027648730150581235,0.019050711570780202,-0.0034558941338752322,dreh+t drück+t
deshalb,8.839852484250578,0.03529298418640127,-0.028006903331579864,0.0193604385466419,-0.003456227915860807,deshalb
drück+t deshalb,8.839852484250578,0.03529298418640127,-0.028006903331579864,0.0193604385466419,-0.003456227915860807,drück+t deshalb
Wasser,91.52007225672178,-0.02659974326364183,0.022543622660945523,-0.01147730728205227,-0.003151567852560341,Wasser
deshalb wasser,8.659467457236872,0.035851759671125936,-0.028650248335586572,0.01989436184773494,-0.003468519647888679,deshalb wasser
wasser küste,8.483009463130026,0.03647754950063435,-0.029312706015465866,0.020418806202102728,-0.0034943580433134157,wasser küste
Flüsse,21.169332269741282,0.006603936650286289,-0.0035849342227335245,0.0019350674769544045,-0.0012131066261883573,Flüsse
küste fluss+e,5.780004582379476,0.06049197769817086,-0.0454979589479685,0.02866688395644394,-0.0064836844187728445,küste fluss+e
link seit,15.903823121638695,0.021824065605207308,-0.012078999948153632,0.005646051284762791,-0.0032885668570038253,link seit
Fl…,4.789378201570662,0.07061904436183707,-0.053964324686289374,0.03390792439794754,-0.007470401412435868,Fl…
küste fl…,4.789378201570662,0.07061904436183707,-0.053964324686289374,0.03390792439794754,-0.007470401412435868,küste fl…
+2028,4.774274798622064,0.0708191292326407,-0.05411943018609464,0.03399519844315838,-0.0074927497178088965,+2028
fl… +2028,4.774274798622064,0.0708191292326407,-0.05411943018609464,0.03399519844315838,-0.0074927497178088965,fl… +2028
+2028 char+s,4.7564823247665196,0.07105677753929178,-0.05430331647046179,0.03409837682520999,-0.00751938119624292,+2028 char+s
Bis,16.618069800800786,0.0013939083807682285,-0.006894201521391769,0.008701867748835745,0.0007736878810119118,Bis
Freitagmorgen,13.09650169801682,0.006614771699481503,-0.012775287389814443,0.013792974220839697,0.0006912226176903642,Freitagmorgen
bis freitag+morgen,13.09650169801682,0.006614771699481503,-0.012775287389814443,0.013792974220839697,0.0006912226176903642,bis freitag+morgen
Sturmflut-Warnung,24.762543734088915,-0.02149739751048302,0.0048586838011396615,0.004089661900409973,0.003938819958827296,Sturmflut-Warnung
freitag+morgen sturm+flut+-+warnung,24.762543734088915,-0.02149739751048302,0.0048586838011396615,0.004089661900409973,0.003938819958827296,freitag+morgen sturm+flut+-+warnung
sturm+flut+-+warnung nordsee,15.755327417709601,0.09013518783086555,-0.0275765033618014,-0.008758175368935639,-0.018209138313185342,sturm+flut+-+warnung nordsee
Sturmflutwarnung,136.81805332006235,-0.07154052112395165,0.03457446135498913,-0.013080643211287438,0.00944137026907525,Sturmflutwarnung
Deutschen,16.75635645408305,-0.005022261115961897,-0.005396306040642951,0.009780232968354221,0.002050524660974923,Deutschen
sturm+flut+warnung deutsch+en,12.045240586666527,0.010809893671864796,-0.015462172545303483,0.01523637949602513,0.00019575770063354447,sturm+flut+warnung deutsch+en
Wetterdienstes,22.75225712903959,-0.014056202804712937,-0.0029480519489233532,-0.0002443909514443091,0.01271157098832398,Wetterdienstes
deutsch+en wetter+dienst+es,15.213282940997583,0.011647767472012276,-0.010777029389183908,0.0088479703837236,-0.0009837661445997105,deutsch+en wetter+dienst+es
Nordseeküste,246.76090163853075,0.1532754147134405,-0.009722752647938291,-0.06746642788386326,-0.040495493437374304,Nordseeküste
wetter+dienst+es nordseeküste,9.500693335241262,0.2689114745954047,-0.08571247454086921,-0.039136197423391514,-0.06158561222412642,wetter+dienst+es nordseeküste
Hamburg,127.3212157047879,-0.04615744343148907,0.02909844377844841,-0.01708874208544624,0.004714835389888179,Hamburg
nordseeküste hamburg,8.311997432966894,0.12334750155957389,-0.05001954585351288,0.0020353472293592554,-0.022953834040332157,nordseeküste hamburg
Nordsee-Inseln,8.238171372534767,0.33167601414283415,-0.1086553205584972,-0.05269219438187822,-0.07948787145284185,Nordsee-Inseln
hamburg nordsee+-+insel+n,8.238171372534767,0.33167601414283415,-0.1086553205584972,-0.05269219438187822,-0.07948787145284185,hamburg nordsee+-+insel+n
Husum,13.305952897951817,0.07888953311022263,-0.02840821101585705,-0.001850932248100508,-0.01494752187914376,Husum
Schleswig-Holstein,48.48252816691609,-0.008579296725270968,0.008968442898614381,-0.013968983288811404,0.005183538798947978,Schleswig-Holstein
husum schleswig-holstein,13.484428962256748,0.06555305641750067,-0.02507509723683871,0.0007010162867505494,-0.012028337242045672,husum schleswig-holstein
Sturm-Alarm,6.832298410368866,0.11285778229744244,-0.052822148766931296,0.011061289800343384,-0.019381817369390875,Sturm-Alarm
schleswig-holstein sturm+-+alarm,6.832298410368866,0.11285778229744244,-0.052822148766931296,0.011061289800343384,-0.019381817369390875,schleswig-holstein sturm+-+alarm
kompletten,6.990564735904434,0.15658922890999302,-0.06306237279972504,3.77453861321093e-05,-0.030045442724832963,kompletten
sturm+-+alarm komplett+en,6.990564735904434,0.15658922890999302,-0.06306237279972504,3.77453861321093e-05,-0.030045442724832963,sturm+-+alarm komplett+en
deutschen,52.866134595660135,0.014247495126989154,0.008050020267485124,-0.017184079360184176,-0.005575392859628645,deutschen
komplett+en deutsch+en,7.287095119248419,0.2052382311991339,-0.07472407270533651,-0.0134559643664067,-0.04269668536080142,komplett+en deutsch+en
deutsch+en nordseeküste,7.83771515620251,0.3550032137942384,-0.11759048712935022,-0.05813671225074995,-0.086542133029495,deutsch+en nordseeküste
Inseln,35.07378567927916,-0.008697988595798994,0.006912175367860139,-0.005978784452482012,0.001489644441761241,Inseln
nordseeküste insel+n,7.915509651643701,0.11423279405043563,-0.04908778883844887,0.0057293795421483685,-0.020537060149506754,nordseeküste insel+n
insel+n hamburg,8.319946534097236,0.06654269817073029,-0.03655489252207562,0.014679800377149253,-0.00992970242450169,insel+n hamburg
Deutsche,12.269985797708813,0.013795957541731175,-0.015299897266398882,0.013850210386927716,-0.0007821014117328686,Deutsche
der deutsch+e,12.269985797708813,0.013795957541731175,-0.015299897266398882,0.013850210386927716,-0.0007821014117328686,der deutsch+e
Wetterdienst,17.90737351928622,-0.008972956384664891,-0.0015754865711641115,0.007741141720103616,0.0013572601863142929,Wetterdienst
deutsch+e wetter+dienst,12.789927837854169,0.007439554864794189,-0.012817141826562602,0.013835600421504946,0.00018267730188649344,deutsch+e wetter+dienst
Donnerstagnachmittag,11.260157800686718,0.014285430861387675,-0.017698740217736705,0.01643047950391988,-0.00021696783365247126,Donnerstagnachmittag
wetter+dienst donnerstag+nachmittag,11.260157800686718,0.014285430861387675,-0.017698740217736705,0.01643047950391988,-0.00021696783365247126,wetter+dienst donnerstag+nachmittag
donnerstag+nachmittag sturm+flut+warnung,24.762543734088915,-0.02149739751048302,0.0048586838011396615,0.004089661900409973,0.003938819958827296,donnerstag+nachmittag sturm+flut+warnung
kom…,11.4013896432856,0.013636012039216426,-0.017280105812041008,0.01620748629748781,-0.00013969201841153428,kom…
sturm+flut+warnung kom…,11.4013896432856,0.013636012039216426,-0.017280105812041008,0.01620748629748781,-0.00013969201841153428,sturm+flut+warnung kom…
+1005,10.643981647471284,0.01725604600028141,-0.019617892203316053,0.017449692711139927,-0.0005713724688136133,+1005
kom… +1005,10.643981647471284,0.01725604600028141,-0.019617892203316053,0.017449692711139927,-0.0005713724688136133,kom… +1005
+1005 char+s,10.05362125632427,0.02033434271524033,-0.02161384920234882,0.01850433143750955,-0.0009402399273939003,+1005 char+s
sturm+flut niedersächsisch+er,13.930416280868016,0.00360165543032899,-0.010854141115802176,0.012755057926862426,0.0010452847934580036,sturm+flut niedersächsisch+er
küste norden,10.05362125632427,0.02033434271524033,-0.02161384920234882,0.01850433143750955,-0.0009402399273939003,küste norden
lni,9.436006284524412,0.023835785386395598,-0.023893048609335322,0.01970187980443064,-0.0013618387372911088,lni
norden lni,9.436006284524412,0.023835785386395598,-0.023893048609335322,0.01970187980443064,-0.0013618387372911088,norden lni
lni nacht,8.643487054027442,0.02882850033695337,-0.02715913250829514,0.021405277988850956,-0.0019667868281492366,lni nacht
nacht niedersächsisch+en,9.649395612918203,0.0225907858148358,-0.02308156212165858,0.01927633402947258,-0.001211682939732862,nacht niedersächsisch+en
küste leicht+en,15.446035615457719,-0.001290896621562909,-0.00775032248890726,0.011068005503958514,0.0016170425597085848,küste leicht+en
gekommen,24.389742446708386,-0.02089888608786549,0.004490152422829236,0.004296374270102519,0.0038709330744847096,gekommen
sturm+flut ge+komm+en,15.009062188614207,5.037540722496091e-05,-0.008599283071032518,0.011530690292557638,0.0014606818671317975,sturm+flut ge+komm+en
Laut,12.22987019281619,0.010037534731564346,-0.014966441890404282,0.014970796711190094,0.00028719859821364974,Laut
Bundesamt,64.394493722536,-0.021212613663206228,0.01813042920811387,-0.013440489247691777,0.0008307632688620187,Bundesamt
laut bund+es+amt,10.874247046858489,0.016118755687655063,-0.01888233745996415,0.017059653093231073,-0.0004355099366689594,laut bund+es+amt
Seeschiffahrt,9.57609084152332,0.023014109019846005,-0.023357349718786634,0.019421060963123998,-0.0012627077941526341,Seeschiffahrt
bund+es+amt see+schiffahrt,9.57609084152332,0.023014109019846005,-0.023357349718786634,0.019421060963123998,-0.0012627077941526341,bund+es+amt see+schiffahrt
see+schiffahrt kopier+e,8.550907545651375,0.02945364466969957,-0.02756941138300885,0.021618190991374797,-0.0020428507721800505,see+schiffahrt kopier+e
Dort,9.36033265454606,0.052713195356099744,-0.030453911856387243,0.01392693006092172,-0.007502317961222447,Dort
kam,12.46730573902846,0.0016469239263989268,0.017731663919060007,-0.005152303928227606,-0.019857216971834808,kam
dort komm,9.675287792764612,0.035190762215587056,-0.025761264013455524,0.016596632137675534,-0.003891384831529732,dort komm
komm nacht,10.997070628243819,0.015525643598549198,-0.018499135885231825,0.01685616099802949,-0.00036474450910252876,komm nacht
stellenweise,11.870968983116752,0.01155398384762079,-0.01594020589378741,0.015492168346790302,0.0001075683810764602,stellenweise
nacht stellenweise,11.870968983116752,0.01155398384762079,-0.01594020589378741,0.015492168346790302,0.0001075683810764602,nacht stellenweise
stellenweise sturm+flut,24.762543734088915,-0.02149739751048302,0.0048586838011396615,0.004089661900409973,0.003938819958827296,stellenweise sturm+flut
niedersäc…,9.883822347104601,0.021266533164044137,-0.022219722029042942,0.018823377405037218,-0.0010522705110744513,niedersäc…
nacht niedersäc…,9.883822347104601,0.021266533164044137,-0.022219722029042942,0.018823377405037218,-0.0010522705110744513,nacht niedersäc…
+862,9.060857191714385,0.026122820000534643,-0.025386810771838835,0.020482802024868605,-0.001638392745021646,+862
niedersäc… +862,9.060857191714385,0.026122820000534643,-0.025386810771838835,0.020482802024868605,-0.001638392745021646,niedersäc… +862
+862 char+s,8.790581475971528,0.027854374913304766,-0.026520406398873837,0.02107333862767742,-0.0018484025068377854,+862 char+s
Wintersturmflut,39.46682719017926,-0.0384062611103486,0.015142993732963411,-0.0017426262640407556,0.005835596978560395,Wintersturmflut
erst+e winter+sturm+flut,34.71365005158894,-0.034027428843499366,0.012503411767219667,-0.00023415234589303763,0.0053482418260006334,erst+e winter+sturm+flut
winter+sturm+flut elbe,42.532794744354625,-0.04086722714816476,0.016619158241397286,-0.002589629011851959,0.006108347032615308,winter+sturm+flut elbe
elbe sturm+flut,44.51670926762376,-0.042334412477345144,0.01749671176816733,-0.0030943030290967117,0.006270566058646174,elbe sturm+flut
sturm+flut hamburg,61.85080002883191,-0.05221974030964526,0.023360355468184404,-0.006488066545177486,0.0073560687673106424,sturm+flut hamburg
hamburg elbe,37.71448797124152,-0.03687958034997696,0.014224594216026664,-0.0012168885779538451,0.00566597962380346,hamburg elbe
schwappt,25.99642217851568,-0.023394558849919034,0.006024832644037261,0.0034344987489338856,0.0041536627315277115,schwappt
elbe schwapp+t,25.99642217851568,-0.023394558849919034,0.006024832644037261,0.0034344987489338856,0.0041536627315277115,elbe schwapp+t
Fischmarkt,44.15107452837217,-0.038883291416869345,0.01694451652982265,-0.003784311518887509,0.0054492846663904025,Fischmarkt
schwapp+t fisch+markt,21.650560509507326,-0.01608589363530274,0.0015154911531415215,0.0059589386691614125,0.003323095325335315,schwapp+t fisch+markt
fisch+markt hier,8.740395019148867,0.028184140669482577,-0.026736550946078103,0.02118573131668374,-0.0018884592676779062,fisch+markt hier
